narration_id,narration,verb_class,noun_classes,verb,nouns
P30_111_502,pick,0,[50],pick,['cafetiere']
P30_111_506,wipe kettle,2,[44],wipe,['kettle']
P30_111_51,scrape bits of hummus into sink hole,25,"[181, 63]",scrape-into,"['bit:hummus', 'hole:sink']"
P30_111_516,put sponge into washing up bowl,5,"[9, 7]",put-into,"['sponge', 'bowl:washing:up']"
P30_111_52,rinse hummus tub,2,[23],rinse,['tub:hummus']
P30_111_526,put saucepan in washing up bowl,5,"[5, 7]",put-in,"['saucepan', 'bowl:washing:up']"
P30_111_53,pick up hummus tub lid,0,[6],pick-up,['lid:hummus:tub']
P30_111_54,rinse hummus tub lid,2,[6],rinse,['lid:hummus:tub']
P30_111_548,dip sponge in washing up bowl,66,"[9, 7]",dip,"['sponge', 'bowl:washing:up']"
P30_111_55,put washing up bowl into sink,1,"[7, 63]",put,"['bowl:washing:up', 'sink']"
P30_111_563,rotate chopping board,23,[18],rotate,['board:chopping']
P30_111_57,put mug into washing up bowl,5,"[13, 73, 7]",put-into,"['mug', 'washing', 'bowl:washing:up']"
P30_111_570,pick up gin,0,[264],pick-up,['gin']
P30_111_571,put down gin,1,[264],put-down,['gin']
P30_111_573,take ice cube tray,0,[35],take,['tray:ice:cube']
P30_111_574,crack ice cubes,30,[189],crack,['cube:ice']
P30_111_575,take ice cube,0,[189],take,['cube:ice']
P30_111_576,put ice cube in glass,5,"[189, 10]",put-in,"['cube:ice', 'glass']"
P30_111_579,put ice cube tray in freezer,5,"[35, 113]",put-in,"['tray:ice:cube', 'freezer']"
P30_111_580,take tonic water bottle from freezer,0,"[15, 113]",take-from,"['bottle:tonic:water', 'freezer']"
P30_111_582,open tonic water bottle,3,[15],open,['bottle:tonic:water']
P30_111_583,pour tonic water into glass,9,"[27, 10]",pour-into,"['water:tonic', 'glass']"
P30_111_585,screw lid on tonic water bottle,4,"[6, 15]",screw-on,"['lid', 'bottle:tonic:water']"
P30_111_587,put tonic water in fridge,5,"[27, 12]",put-in,"['water:tonic', 'fridge']"
P30_111_589,pick up bottle of gin,0,[15],pick-up,['bottle:gin']
P30_111_590,open gin bottle,3,[15],open,['bottle:gin']
P30_111_591,pour gin into glass,9,"[264, 10]",pour-into,"['gin', 'glass']"
P30_111_592,close gin bottle,4,[15],close,['bottle:gin']
P30_111_593,put gin bottle on top of cupboard,1,"[15, 3]",put-on,"['bottle:gin', 'top:cupboard']"
P30_111_597,stir drink,10,[209],stir,['drink']
P30_111_599,pick up drink,0,[209],pick-up,['drink']
P30_111_600,drink gin and tonic,60,"[264, 283]",drink,"['gin', 'tonic']"
P30_111_601,put down gin and tonic,1,"[264, 283]",put-down,"['gin', 'tonic']"
P30_111_603,put plastic in recycling box,5,"[26, 36]",put-in,"['plastic', 'box:recycling']"
P30_111_620,put chopping board on top of washing up bowl,1,"[18, 42, 7]",put-on,"['board:chopping', 'top', 'bowl:washing:up']"
P30_111_632,pick up gin and tonic,0,"[264, 283]",pick-up,"['gin', 'tonic']"
P30_111_69,remove kitchen towel from saucepan,12,"[93, 5]",remove-from,"['towel:kitchen', 'saucepan']"
P30_111_7,take tonic water from bag,0,"[27, 19]",take-from,"['water:tonic', 'bag']"
P30_111_70,put kitchen towel on top of saucepans,1,"[93, 5]",put-on,"['towel:kitchen', 'top:saucepan']"
P30_111_75,drizzle olive oil into pan,9,"[31, 5]",drizzle-into,"['oil:olive', 'pan']"
P30_111_78,take olive oil from cupboard,0,"[31, 3]",take-from,"['oil:olive', 'cupboard']"
P30_111_79,unscrew olive oil bottle,71,[15],unscrew,['bottle:oil']
P30_111_81,screw cap back onto olive oil,78,"[118, 31]",screw,"['cap', 'oil:olive']"
P30_111_88,empty saucepan into sink,20,"[5, 63]",empty,"['saucepan', 'sink']"
P30_111_89,put saucepan into washing up bowl,5,"[5, 7]",put-into,"['saucepan', 'bowl:washing:up']"
P30_111_97,put down sponges,1,[9],put-down,['sponge']
P30_111_99,move chopping board and knife,11,"[18, 4]",move,"['board:chopping', 'knife']"
P30_112_10,slide pizza onto chopping board,5,"[91, 18]",slide-onto,"['pizza', 'board:chopping']"
P30_112_12,pick up knife from drying rack,0,"[4, 110]",pick-up,"['knife', 'rack:drying']"
P30_112_13,rotate pizza,23,[91],rotate,['pizza']
P30_112_23,put down pepper cellar,1,[180],put-down,['cellar:pepper']
P30_112_29,pick up pizza pieces,0,[91],pick-up,['piece:pizza']
P30_112_3,pull tray out from oven,31,"[35, 46]",pull-out,"['tray', 'oven']"
P30_112_30,put pizza pieces onto plate,1,"[91, 2]",put-onto,"['piece:pizza', 'plate']"
P30_112_31,pick up pizza piece,0,[91],pick-up,['piece:pizza']
P30_112_32,put pizza piece onto plate,1,"[91, 2]",put-onto,"['piece:pizza', 'plate']"
P30_112_37,pick up toppings,0,[34],pick-up,['topping']
P30_112_38,put toppings onto pizza,1,"[34, 91]",put-onto,"['topping', 'pizza']"
P30_112_4,put oven tray on hob,1,"[35, 24]",put-on,"['tray:oven', 'hob']"
P30_112_40,put toppings on top of pizza,1,"[34, 91]",put-on,"['topping', 'top:pizza']"
P30_112_43,pick up topping,0,[34],pick-up,['topping']
P30_112_44,put topping on top of pizza,1,[91],put-on,['top:pizza']
P30_112_6,put down oven mitt,1,[60],put-down,['mitt:oven']
P30_112_7,take chopping board from drying rack,0,"[18, 110]",take-from,"['board:chopping', 'rack:drying']"
P30_113_107,take oven mitt,0,[60],take,['mitt:oven']
P30_113_108,hang oven mitt,41,[60],hang,['mitt:oven']
P30_113_121,place pizza pieces into box,5,"[91, 23]",place-into,"['piece:pizza', 'box']"
P30_113_122,put lid onto box,1,"[6, 23]",put-onto,"['lid', 'box']"
P30_113_124,put box into fridge,5,"[23, 12]",put-into,"['box', 'fridge']"
P30_113_13,take tissue paper,0,[88],take,['paper:tissue']
P30_113_138,put chopping board into drying rack,5,"[18, 110]",put-into,"['board:chopping', 'rack:drying']"
P30_113_14,drop tissue paper,59,[88],drop,['paper:tissue']
P30_113_16,put tissue paper,1,[88],put,['paper:tissue']
P30_113_23,put container in recycling box,5,"[21, 36]",put-in,"['container', 'box:recycling']"
P30_113_31,take tea box,0,[23],take,['box:tea']
P30_113_32,take tea bag from tea box,0,"[132, 23]",take-from,"['bag:tea', 'box:tea']"
P30_113_33,put tea box in cupboard,5,"[23, 3]",put-in,"['box:tea', 'cupboard']"
P30_113_34,put mug on table,1,"[13, 42]",put-on,"['mug', 'table']"
P30_113_59,take plate from washing up bowl,0,"[2, 7]",take-from,"['plate', 'bowl:washing:up']"
P30_113_65,empty washing up bowl into sink,20,"[7, 63]",empty,"['bowl:washing:up', 'sink']"
P30_113_78,take water jug,0,[66],take,['jug:water']
P30_113_81,open water jug lid,3,[6],open,['lid:water:jug']
P30_113_84,close jug lid,4,[6],close,['lid:jug']
P30_114_14,empty bowl into sink,20,"[7, 63]",empty,"['bowl', 'sink']"
P30_114_17,put sponge into bowl,5,"[9, 7]",put-into,"['sponge', 'bowl']"
P30_114_2,throw teabag into bin,13,"[132, 36]",throw-into,"['teabag', 'bin']"
P30_114_25,put sponge in bowl,5,"[9, 7]",put-in,"['sponge', 'bowl']"
P30_114_5,put piece on top of fridge,1,[12],put-on,['top:fridge']
P30_114_7,take fork from bowl,0,"[14, 7]",take-from,"['fork', 'bowl']"
P30_114_8,scrape salad remnants together,25,[68],scrape,['remnant:salad']
P30_114_9,scrape salad remnants into bin,25,"[68, 36]",scrape-into,"['remnant:salad', 'bin']"
P30_11_104,put tea bag in mug,5,"[132, 13]",put-in,"['bag:tea', 'mug']"
P30_11_107,put spoon in mug,5,"[1, 13]",put-in,"['spoon', 'mug']"
P30_11_16,put washing up bowl,1,[7],put,['bowl:washing:up']
P30_11_2,transfer food into bin,11,"[34, 36]",transfer-into,"['food', 'bin']"
P30_11_3,continue transferring food into bin,11,"[34, 36]",transfer-into,"['food', 'bin']"
P30_11_63,take washing up bowl,0,[7],take,['bowl:washing:up']
P30_11_66,move spoons,11,[1],move,['spoon']
P30_11_8,continue rinsing plate,2,[2],rinse,['plate']
P30_11_85,rise sponge,2,[9],rise,['sponge']
P31_01_0,open flap,3,[3],open,['flap']
P31_01_13,take rocket,0,[120],take,['rocket']
P31_01_14,take sliced turkey,0,[287],take,['turkey:sliced']
P31_01_2,close flap,4,[3],close,['flap']
P31_01_24,grab a sliced piece of turkey,0,[287],grab,['piece:turkey']
P31_01_25,draw bread,0,[33],draw,['bread']
P31_01_26,open the cheese,3,[32],open,['cheese']
P31_01_27,cut a a piece of cheese,7,[32],cut,['piece:cheese']
P31_01_29,put turkey breast,1,[287],put,['breast:turkey']
P31_01_32,pick up rocket,0,[120],pick-up,['rocket']
P31_01_33,remove wrap,12,[107],remove,['wrap']
P31_01_34,wash rocket,2,[120],wash,['rocket']
P31_01_54,slice lemon,7,[105],slice,['lemon']
P31_01_55,throw lemon slice,13,[105],throw,['slice:lemon']
P31_01_56,put cling film,1,[100],put,['film:cling']
P31_01_59,put in salad,5,[68],put-in,['salad']
P31_01_61,put oregano in sandwich,5,"[145, 164]",put-in,"['oregano', 'sandwich']"
P31_01_63,compress sandwich,21,[164],compress,['sandwich']
P31_02_2,wash table cloth,2,[17],wash,['cloth:table']
P31_03_0,pick up pineapple,0,[281],pick-up,['pineapple']
P31_03_10,cut pineapple,7,[281],cut,['pineapple']
P31_03_13,put pineapple,1,[281],put,['pineapple']
P31_03_16,pick up honey rusks,0,[3],pick-up,['door']
P31_03_21,pick up rusk,0,[33],pick-up,['rusk']
P31_03_22,open honey,3,[115],open,['honey']
P31_03_23,spread honey on the rusks,27,"[115, 33]",spread-on,"['honey', 'rusk']"
P31_03_4,remove film,12,[100],remove,['film']
P31_03_8,pick up pineapple slices,0,[281],pick-up,['slice:pineapple']
P31_03_9,close film,4,[100],close,['film']
P31_04_1,wipe jar,2,[40],wipe,['jar']
P31_04_3,put down honey jar,1,[40],put-down,['jar:honey']
P31_04_7,fill coffee nozzle,26,[50],fill,['nozzle:coffee']
P31_04_9,attach coffee nozzle,64,[50],attach,['nozzle:coffee']
P31_05_1,take small saucepan,0,[5],take,['saucepan:small']
P31_05_10,take water bottle,0,[15],take,['bottle:water']
P31_05_12,pour water into small saucepan,9,"[27, 5]",pour-into,"['water', 'saucepan:small']"
P31_05_17,light gas,6,[24],light,['gas']
P31_05_19,cover small saucepan,36,[5],cover,['saucepan:small']
P31_05_20,open melba toasts,3,[104],open,['toast:melba']
P31_05_21,pick up a rusk,0,[33],pick-up,['rusk']
P31_05_23,mix honey,10,[115],mix,['honey']
P31_05_24,spread on the rusks,27,[33],spread-on,['rusk']
P31_05_26,put rusks,1,[33],put,['rusk']
P31_05_31,put away lemon,1,[105],put-away,['lemon']
P31_05_4,take melba toast,0,[104],take,['toast:melba']
P31_05_41,throw lemon,13,[105],throw,['lemon']
P31_05_47,put honey in the water,5,"[115, 27]",put-in,"['honey', 'water']"
P31_05_49,close honey jar,4,[40],close,['jar:honey']
P31_05_53,pour in water,9,[27],pour-in,['water']
P31_06_18,put nozzle,1,[50],put,['nozzle']
P31_07_0,remove coffee stirrer,12,[1],remove,['stirrer:coffee']
P31_07_15,wash coffee cup,2,[13],wash,['cup:coffee']
P31_07_3,wash coffee stirrer,2,[1],wash,['stirrer:coffee']
P31_08_14,put salad in the bowl,5,"[68, 7]",put-in,"['salad', 'bowl']"
P31_08_23,cut salad,7,[68],cut,['salad']
P31_08_30,take tuna can,0,[160],take,['tuna']
P31_08_36,take rice cakes,0,[229],take,['cake:rice']
P31_08_38,open can of tuna,3,[160],open,['tuna']
P31_08_39,drain oil,37,[31],drain,['oil']
P31_08_57,remove seeds,12,[122],remove,['seed']
P31_08_63,cut slices of cheese,7,[32],cut,['slice:cheese']
P31_08_65,put tuna,1,[160],put,['tuna']
P31_08_70,put cheese slices,1,[32],put,['slice:cheese']
P31_08_72,pour oil on salad,9,"[31, 68]",pour-on,"['oil', 'salad']"
P31_08_73,pour oil on tuna,9,"[31, 160]",pour-on,"['oil', 'tuna']"
P31_08_78,sprinkle oregano on salad,42,"[145, 68]",sprinkle-on,"['oregano', 'salad']"
P31_08_79,sprinkle oregano on tuna,42,"[145, 160]",sprinkle-on,"['oregano', 'tuna']"
P31_08_80,pet down oregano,1,[145],pet-down,['oregano']
P31_08_81,mix tuna,10,[160],mix,['tuna']
P31_08_82,scatter tuna onto salad,42,"[160, 68]",scatter-onto,"['tuna', 'salad']"
P31_08_83,put plastic wrap on cheese,1,"[100, 32]",put-on,"['wrap:plastic', 'cheese']"
P31_08_84,wrap cheese,36,[32],wrap,['cheese']
P31_09_0,throw papers,13,[49],throw,['paper']
P31_09_1,clean table cloth,2,[17],clean,['cloth:table']
P31_09_2,pick up water and cheese,0,"[27, 32]",pick-up,"['water', 'cheese']"
P31_13_1,take cold cuts,0,[156],take,['cut:cold']
P31_13_15,take sandwich,0,[164],take,['sandwich']
P31_13_16,take another sandwich,0,[164],take,['sandwich']
P31_13_18,slice sandwich,7,[164],slice,['sandwich']
P31_13_2,take beers,0,[231],take,['beer']
P31_13_20,take ham,0,[156],take,['ham']
P31_13_21,dry ham,14,[156],dry,['ham']
P31_13_23,fill roll,26,[227],fill,['roll']
P31_13_25,drain salad,37,[68],drain,['salad']
P31_13_42,stuff sandwich,26,[164],stuff,['sandwich']
P31_13_49,pick up bread and cheese,0,"[33, 32]",pick-up,"['bread', 'cheese']"
P31_13_50,pick up prosciutto,0,[156],pick-up,['prosciutto']
P31_13_51,pick up jar of olives,0,[40],pick-up,['jar:olive']
P31_13_9,take bottle opener,0,[174],take,['opener:bottle']
P31_14_11,toss dirty water,13,[27],toss,['water:dirty']
P31_14_15,wash silverware,2,[58],wash,['silverware']
P31_14_19,wash tablespoon,2,[1],wash,['tablespoon']
P31_14_3,throw bowl,13,[7],throw,['bowl']
P31_14_9,wash tablecloth,2,[17],wash,['tablecloth']
P35_101_36,open bucket,3,[21],open,['bucket']
P35_101_37,throw object,13,[54],throw,['rubbish']
P35_101_38,close bucket,4,[21],close,['bucket']
P35_101_45,turn off scale,8,[108],turn-off,['scale']
P35_101_49,throw away pasta,13,[45],throw,['pasta']
P35_101_67,pour peas,9,[193],pour,['pea']
P35_101_68,crush bag into ball,49,"[19, 25]",crush-into,"['bag', 'ball']"
P35_103_0,blend peas,10,[193],blend,['pea']
P35_103_105,wash mixer,2,[82],wash,['mixer']
P35_103_114,pick up pot rest,0,[109],pick-up,['rest:pot']
P35_103_12,stir peas,10,[193],stir,['pea']
P35_103_13,taste peas,35,[193],taste,['pea']
P35_103_138,lather grater,2,[96],lather,['grater']
P35_103_140,lather mixer,2,[82],lather,['mixer']
P35_103_156,rinse mixer,2,[82],rinse,['mixer']
P35_103_170,dry mixer,14,[82],dry,['mixer']
P35_103_179,drain grater,37,[96],drain,['grater']
P35_103_186,drain pan,37,[5],drain,['pan']
P35_103_209,move soap,11,[22],move,['soap']
P35_103_221,unplug cable,12,[204],unplug,['cable']
P35_103_222,pick up hand-held hoover,0,[225],pick-up,['hoover:hand:held']
P35_103_223,hoover crumbs,2,[54],hoover,['crumb']
P35_103_226,turn off hand-held hoover,8,[225],turn-off,['hoover:hand:held']
P35_103_227,put down hand-held hoover,1,[225],put-down,['hoover:hand:held']
P35_103_230,pick up drying rack,0,[110],pick-up,['rack:drying']
P35_103_238,remove foil from baking tray,12,"[123, 35]",remove-from,"['foil', 'tray:baking']"
P35_103_47,pour bacon,9,[163],pour,['bacon']
P35_103_54,disassemble mixer,52,[82],disassemble,['mixer']
P35_103_96,put down cream,1,[143],put-down,['cream']
P35_104_239,dose salt,1,[38],dose,['salt']
P35_104_306,drain plate,37,[2],drain,['plate']
P35_104_331,drain glass,37,[10],drain,['glass']
P35_104_346,drain colander,37,[39],drain,['colander']
P35_104_359,drain glasses,37,[10],drain,['glass']
P35_104_460,drain lid,37,[6],drain,['lid']
P35_104_511,stir pesto,10,[47],stir,['pesto']
P35_104_578,open cling film,3,[100],open,['film:cling']
P35_104_623,drain drying rack,37,[110],drain,['rack:drying']
P35_104_632,lift grid,33,[24],lift,['grid']
P35_104_653,ball up cling film,74,[100],ball-up,['film:cling']
P35_104_654,throw cling film,13,[100],throw,['film:cling']
P35_104_673,wrap meat,36,[28],wrap,['meat']
P35_104_679,extract cling film,12,[100],extract,['film:cling']
P35_104_775,turn on (small) hoover,6,[225],turn-on,['hoover']
P35_104_778,put down remote,1,[221],put-down,['remote']
P35_105_117,pour spices,9,[85],pour,['spice']
P35_105_135,brush flour into hands,57,"[75, 11]",brush-into,"['flour', 'hand']"
P35_105_136,throw flour,13,[75],throw,['flour']
P35_105_154,stir mushrooms,10,[56],stir,['mushroom']
P35_105_264,break apart meat,30,[28],break-apart,['meat']
P35_105_297,pour cream,9,[143],pour,['cream']
P35_105_298,throw away cream packaging,13,[26],throw,['packaging:cream']
P35_105_33,close mushrooms,4,[56],close,['mushroom']
P35_105_35,attach clip,64,[129],attach,['clip']
P35_105_385,taste mushrooms,35,[56],taste,['mushroom']
P35_105_66,drain mushrooms,37,[56],drain,['mushroom']
P35_105_86,fold packaging,28,[26],fold,['packaging']
P35_107_1,fold napkin,28,[88],fold,['napkin']
P35_107_138,pick up cutlery rack,0,[110],pick-up,['rack:cutlery']
P35_107_158,empty cutlery rack,20,[110],empty,['rack:cutlery']
P35_107_202,drain baking tray,37,[35],drain,['tray:baking']
P35_107_212,pick up remote,0,[221],pick-up,['remote']
P35_107_263,clean cupboard,2,[3],clean,['cupboard']
P35_107_334,pick up mop,0,[103],pick-up,['mop']
P35_107_335,wash floor,2,[159],wash,['floor']
P35_107_336,put down mop,1,[103],put-down,['mop']
P35_107_8,put down cloths,1,[17],put-down,['cloth']
P35_108_223,lather scissors,2,[79],lather,['scissors']
P35_108_294,crush packaging,49,[26],crush,['packaging']
P35_108_297,drain cup,37,[13],drain,['cup']
P35_108_325,drain cutting board,37,[18],drain,['board:cutting']
P35_108_575,pick up rubber net,0,[84],pick-up,['net:rubber']
P35_108_576,put down rubber net,1,[84],put-down,['net:rubber']
P35_108_657,pick up wire,0,[204],pick-up,['wire']
P35_108_658,plug in wire,64,[204],plug-in,['wire']
P35_109_135,adjust coffee,17,[59],adjust,['coffee']
P35_109_160,move machine,11,[124],move,['machine']
P35_109_161,turn on steam,6,[238],turn-on,['steam']
P35_109_163,turn off steam,8,[238],turn-off,['steam']
P35_109_180,wash coffee holder,2,[135],wash,['holder:coffee']
P35_109_188,wash coffee machine,2,[50],wash,['machine:coffee']
P35_109_201,pick cups,0,[13],pick,['cup']
P35_109_210,pick biscuits,0,[104],pick,['biscuit']
P37_101_1,take plastic box,0,[23],take,['box:plastic']
P37_101_111,shake chopping board to remove water,15,"[18, 27]",shake,"['board:chopping', 'water:remove']"
P37_101_113,take cucumbers,0,[72],take,['cucumber']
P37_101_114,put cucumbers down,1,[72],put-down,['cucumber']
P37_101_117,rinse bowls,2,[7],rinse,['bowl']
P37_101_118,pour out wastewater,9,[27],pour-out,['wastewater']
P37_101_122,shake bowls to remove water,15,"[7, 27]",shake,"['bowl', 'water:remove']"
P37_101_128,cut cucumbers,7,[72],cut,['cucumber']
P37_101_129,tear packing bag,43,[19],tear,['bag:packing']
P37_101_13,put pot on induction hob,1,"[29, 24]",put-on,"['pot', 'hob:induction']"
P37_101_131,put packing bags to bin,1,"[19, 36]",put-to,"['bag:packing', 'bin']"
P37_101_132,pick up packing bag,0,[19],pick-up,['bag:packing']
P37_101_135,rinse cucumbers,2,[72],rinse,['cucumber']
P37_101_140,shovel up cucumbers,16,[72],shovel-up,['cucumber']
P37_101_141,put cucumbers in to bowl,5,"[72, 7]",put-in,"['cucumber', 'bowl']"
P37_101_143,remove cucumbers from knife,12,"[72, 4]",remove-from,"['cucumber', 'knife']"
P37_101_155,shake cucumbers to remove water,15,"[72, 27]",shake,"['cucumber', 'water:remove']"
P37_101_16,rinse cleaning towel,2,[52],rinse,['towel:cleaning']
P37_101_167,separate garlic cloves,52,[51],separate,['clove:garlic']
P37_101_168,take garlic skins,0,[48],take,['skin:garlic']
P37_101_169,put garlic skins to bin,1,"[48, 36]",put-to,"['skin:garlic', 'bin']"
P37_101_17,wring out cleaning towel,18,[52],wring-out,['towel:cleaning']
P37_101_177,put cucumbers to bin,1,"[72, 36]",put-to,"['cucumber', 'bin']"
P37_101_18,put cleaning towel down,1,[52],put-down,['towel:cleaning']
P37_101_186,smash garlic,49,[51],smash,['garlic']
